id,english,arabic,french,german,uri,description,image_uri_remote,vt,uatv
61710,international standard serial number (ISSN),الرَّقْم الْمِعْيَارِيّ التَّسَلْسُلِيّ الدُّوَليّ,numéro de série standard international,Internationale Standardnummer für fortlaufende Sammelwerke (ISSN),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61710,رقم وحيد يسند لمثيل برمجية لتمييزه عن باقي المثيلات من المتسلسلة نفسها. هذا الرقم يجب على العموم أن يدخله أثناء طور إرساء البرمجية,,False,True
61711,internaute,مُسْتَعْمِلُ الإنْتِرْنِيت,internaute,Internetnutzer,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61711,تشير إلى الشخص الذي يهوى الإبحار عبر شبكة الإنترنيت ويستعمل بانتظام مختلف أدواتهامُسْتَعْمِلُ الشابكة (المرادف العربي),,False,True
61713,internet control message protocol (ICMP),بُرُوتُوكُول إنْتِرْنيت للتَّحَكُّم فِي الرَّسَائِل,protocole internet de contrôle de messages,Internet Control Message-Protokoll (ICMP),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61713,هو البروتوكول المستخدم في نقل رسائل الخطإ والتحكم، المتعلقة بنقل حزم المعطيات,,False,True
61714,internet protocol (IP),بُرُوتُوكُول إِنْتِرْنِيت,protocole internet (IP),Internetprotokoll (IP),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61714,دوره فتح حزم المعطيات المرسلة عبر الإنترنيت وإغلاقها ثانية بعد أن تصل إلى مقصدها. وهو المسؤول عن العنونة التي ينجزها على أساس العنوان المصدر والعنوان الهدف,,False,True
61715,internet protocol next generation (IPNG),بُرُوتُوكُول إِنْتِرْنِيت لِلْجِيلِ القَادِم,protocole IPNG,Internetprotokoll Next Generation (IPNG),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61715,سيحل هذا الجيل المشاكل الحالية مثل قلة العناوين,,False,True
61716,internet provider,مُزَوِّدُ خَدَمَاتِ إِنْتِرْنِيت,fournisseur de services Internet (ISP),Internetanbieter,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61716,مؤسسة مرتبطة بالشبكة بكيفية دائمة وتزود المستعملين بخدمات إنترنيت حسب شروط معينة,,False,True
61717,internet registry (IR),مَصْلَحَةُ التَّسْجِيلِ عَلَى الإنْتِرْنِيت,service d'enregistrement de l'Internet,Internet Registry (IR),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61717,هيئة مكلفة بتدبير إسناد العناوين على إنترنيت,,False,True
61718,internet relay chat (IRC),مُحَادَثَات التَّنَاوُب عَلَى الشابكة,conversations relayées sur internet (IRC),Internet Relay Chat (IRC),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61718,نظام يمكن من المحادثة حسب الوقت الحقيقي مع أشخاص موصولين في اللحظة نفسهامُحَادَثَات التَّنَاوُب عَلَى الإنترنيت (المرادف العربي),,False,True
61719,internet search engine,مُحَرّك بَحْث فِي الإنْتِرْنِيت,moteur de recherche internet,Internetsuchmaschine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61719,موقع يوفر خدمات البحث عن المعلومات، بالاعتماد على كلمات مفاتيح أو عبارات معينة. وتقوم مثل هذه المواقع بالتجوال الدائب في شبكة ويب، لتنظيم محتوياتها من النصوص في فهارس ضخمة، تضم الكلمات وعناوين الصفحات التي تحتوي عليها,,False,True
61720,internet service provider,مُزَوِّدُ خَدَمَاتِ الإِنْتِرْنِيت,fournisseur d'accès à internet,Internetdienstanbieter,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61720,مقاولة تجارية مهمتها تزويد المستعملين بحق الولوج إلى الإنترنيت واستعمال مختلف أدواتها وذلك مقابل واجب انخراط مالي,,False,True
61721,internet society (ISOC),جَمْعِيَّةُ إِنْتِرْنِيت,société internet,Internet-Verband (ISOC),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61721,هيئة مكلفة بتشجيع تطوير شبكة الإنترنيت وتطوير البروتوكولات,,False,True
61722,interrogation,مُسَاءَلَة,interrogation,Abfrage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61722,عملية البحث عن المعلومات في ملف أو قاعدة معطيات بواسطة لغة خاصة. وتطلق أيضا على عملية إرسال إشارة من طرف الحاسوب إلى أحد أجهزته الطرفية لمعرفة حالته,,False,True
61723,interrupt,انْقِطَاع,interruption,Unterbrechung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61723,إشارة تستعمل لقطع العمل الجاري في الوحدة المركزية بهدف إثارة الانتباه. ويمكن توليدها من طرف مكونات العتاد أو البرمجيات,,False,True
61724,interrupt request,طَلَبُ انْقِطَاع,requête d'interruption,Unterbrechungsanforderung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61724,إشارة تستعمل لطلب قطع العمل الجاري في الوحدة المركزية بهدف إثارة الانتباه. ويمكن توليدها من طرف مكونات العتاد أو البرمجيات,,False,True
61725,interword spacing,فُسْحَة بَيْن الْكَلِمَات,espacement entre les mots,Wortabstand,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61725,في أنظمة معالجة النصوص هي الفسحة التي تفصل كلمتين في السطر نفسه,,False,True
61726,intranet,إنْتْرَانِيت,Intranet,Intranet,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61726,شبكة داخلية لمقاولة أو أية مؤسسة تقوم على تصور وتكنولوجية الإنترنيت. وليس بالضرورة أن تكون مرتبطة بشبكة الإنترنيت,,False,True
61727,invalid,غَيْرُ صَالِح,invalide,ungültig,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61727,تقال عادة عن معطيات لا يقبلها النظام مثل كلمة السر أو عبارة في برنامج أو غير ذلك,,False,True
61728,inverted file,مِلَفّ مَعْكُوس,fichier inversé,invertierte Datei,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61728,في قاعدة معطيات ملف مرتب حسب أحد حقول التسجيلة (الجذاذة) مع الإشارة إلى مكان وجود التسجيلة كاملة,,False,True
61730,iterative process,سَيْرُورَة تَرْدِيدِيّة,processus itératif,iterativer Prozess,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61730,عملية تتكرر عدة مرات. وتعتمد كل الأنظمة الحاسوبية على هذا المفهوم,,False,True
61731,joystick,مقبَض التحَكم,manette (de jeu),Joystick,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61731,تشبه عصا القيادة وتستعمل في الألعاب الحاسوبية لنقل الأشياء على الشاشة بواسطة عتلات أو أزرار متحركة,,False,True
61732,jump,قَفْز,saut,Sprung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61732,المرور من مكان في برنامج إلى مكان آخر. وتستعمل لهذا الغرض تعليمة صريحة تسمى تعليمة القفز,,False,True
61733,justification,ضَبط السُّطُور,justification,Ausrichtung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61733,رصف سطور النص بحيث تبدأ جميع السطور من الموقع نفسه أو/و تنتهي في الموقع نفسه,,False,True
61734,juxtaposition,تَجَانُب,juxtaposition,Aneinanderreihung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61734,وصف لحالة تكون فيها المحارف أو الرموز مثلا واحدا بعد الآخر,,False,True
61735,key,مِفْتَاح,clef (clé),Taste,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61735,كلمة أساس يمكن بواسطتها الولوج إلى ملف أو قاعدة معطيات. وتعني أيضا أحد عناصر لوحة المفاتيحلَمْسَة (المرادف العربي),,False,True
61736,key lock,رَتْجُ مَفَاتِيح,verrouillage des touches,Feststelltaste,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61736,عملية جعل مفتاح أو أكثر من لوحة المفاتيح غير قابل للتشغيل,,False,True
61737,keyboard,لَوْحَةُ مَفَاتِيح,clavier,Tastatur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61737,وحدة إدخال المعطيات، مكونة من لمسات أو مفاتيح موزعة حسب اللغات والبلدان. ويضم الملمس لمسات المحارف الألفبائية والعددية والخاصة واللمسات الوظيفية ولمسات المراقبةمَلْمَسٌ (المرادف العربي),,False,True
61738,keyboard layout,تَمَوْضُع المَفَاتِيح فِي لَوْحَة المَفَاتِيح,disposition des touches d'un clavier,Tastaturlayout,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61738,كيفية توزيع رموز الألفباء ومحارف التحكم على لوحة المفاتيح أي مكان وجود كل رمز على اللوحة,,False,True
61739,keyboard shortcut,مِفْتَاح اخْتِصَار,raccourci clavier,Tastenkombination,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61739,تأليفة من مفتاحين أو أكثر تعوض إعطاء آمرة مثل إطلاق برنامج تطبيقي أو إيقافهمُخْتَصَرُ لَوْحَة الْمَفَاتِيح (المرادف العربي),,False,True
61740,keyboarding,إدخَال بِوَاسِطَة لَوْحَة الـْمَفَاتِيح,saisie par clavier,Tastaturschreiben,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61740,عملية إدخال المعطيات في الحاسوب عن طريق لوحة المفاتيح,,False,True
61741,keys locking,إِزْلاجُ مَفَاتِيح,verrouillage des touches,Tastensperre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61741,طريقة تمكن من منع استعمال لوحة المفاتيح أو بعضها من طرف مستعمل مجهول,,False,True
61742,keyset,لَوْحَةُ مَفَاتِيح,clavier,Tastatur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61742,وحدة إدخال المعطيات مكونة من لمسات أو مفاتيح موزعة حسب اللغات والبلدان. ويضم الملمس لمسات المحارف الألفبائية والعددية والخاصة واللمسات الوظيفية ولمسات المراقبة,,False,True
61743,keystroke,رَقْن,frappe,Tastendruck,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61743,عملية الضغط على لمسات لوحة المفاتيح لأجل إدخال معطيات أو تعليمات وأوامر,,False,True
61744,keyword,كَلِمَةٌ مِفْتَاحٌ,mot-clé,Schlüsselwort,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61744,واصِف مستخلص من نص أو من مكنـز ويميزهما,,False,True
61745,kit,عُدَّة,kit,Kit,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61745,مجموعة عناصر تشكل وحدة جاهزة للتركيب والاستعمال لإنجاز وظائف معينة,,False,True
61746,knob,زِرّ,bouton,Knopf,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61746,مرادف لحقل تعليمة أو منطقة تنشيط. عنصر مراقبة رباعي الشكل في وجيهة مستعمل رسومية يمكن المستعمل من تنفيذ تعليمة ما أو تنشيط برنامج ما بالنقر فوقه أو ضغط على لمسة من لوحة المفاتيح,,False,True
61747,knowledge base,قَاعِدَةُ مَعَارِف,base de connaissances,Wissensdatenbank,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=61747,مجموعة معارف في شكل قواعد وأحداث متعلقة بميدان معين,,False,True
