term_id,term,term_url,ar,de,en,es,fr,it,ja,no,pl,pt,ru,zh
426-20-35,"temperature limiting device, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-35,"جهاز للحد من درجة الحرارة, تسخين بالتتبع","Temperaturbegrenzer, <Begleitheizung> m","temperature limiting device, <trace heating>","dispositivo de limitación de la temperatura, m","dispositif de limitation de la température, <traçage> m","dispositivo di limitazione della temperatura, <riscaldamento mediante cavo in traccia>","温度制限装置, <トレース加熱>","temperaturbegrensende enhet,","ogranicznik temperatury, <ogrzewanie przewodowe> m","dispositivo de limitação da temperatura, <traçagem>",устройство ограничения температуры,"温度限制装置, <伴热>"
426-20-36,"thermal insulation, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-36,"عزل حرارى, تسخين بالتتبع","Wärmeisolierung, <Begleitheizung> f","thermal insulation, <trace heating>","aislamiento térmico, m","isolation thermique, <traçage> f","isolamento termico, <riscaldamento mediante cavo in traccia>","断熱物, <トレース加熱>","termisk isolasjon,","izolacja termiczna, <ogrzewanie przewodowe> f","isolação térmica, <traçagem>",теплоизоляция,"保温层, <伴热>"
426-20-37,trace heater,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-37,سخان بالتتبع,"Begleitheizelement, n",trace heater,"resistencia de traceado, f","résistance de traçage, f",riscaldatore a cavo in traccia,トレースヒータ,varmekabel,"przewód grzejny, m",resistência de traçagem,сетевой нагреватель,"伴热器, <相关条目：IEV 426-08-14>"
426-20-38,trace heater unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-38,وحدة سخان بالتتبعمجموعة سخانات بالتتبع,"Begleitheizelement-Baueinheit, f",trace heater unittrace heater set,"conjunto calefactor por traceado, m","unité de traçage, fensemble de traçage, m",unità di riscaldatore a cavo in traccia,トレースヒータ単体,varmekabel-enhet,"zespół przewodu grzejnego, m",conjunto de traçagemunidade de traçagem,блок сетевого электронагревателя,伴热器单元伴热器元件
426-20-39,trace heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-39,تسخين بالتتبع,"Begleitheizung, f",trace heating,"calefacción por traceado, f","traçage, m",riscaldamento mediante cavo in traccia,トレースヒーティング,varmekabelanlegg,"ogrzewanie przewodowe, n",traçagem,сетевой электронагрев,伴热
426-20-40,"weather barrier, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-40,"حاجز حماية, تسخين بالتتبع","Witterungsschutz, <Begleitheizung> m","weather barrier, <trace heating>","barrera contra intemperie, barrera climática, f","barrière d'étanchéité, f","barriera ambientale, <riscaldamento mediante cavo in traccia>","保温外装, <トレース加熱>","værbeskyttelse,","bariera chroniąca przed czynnikami atmosferycznymi, <ogrzewanie przewodowe> f","barreira ambiental, <traçagem>",погодный барьер,"气候防护层, <伴热>"
426-20-41,"workpiece, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-41,"قطعة تشغيل, تسخين بالتتبع","Begleitheizelementträger, m","workpiece, <trace heating>","pieza, f","objet, <traçage> m","oggetto, <riscaldamento mediante cavo in traccia>","被加熱物, <トレース加熱>","arbeidsstykke,","ogrzewany obiekt, <ogrzewanie przewodowe> m","peça de trabalho, <traçagem>",рабочий объект,"工件, <伴热>"
426-20-42,controlled design,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-42,تصميم للتحكم فى درجة الحرارة,"geregelte Bauart, f",controlled design,"diseño controlado, m","conception avec régulation, f",progetto con controllo,制御設計,kontrollert design,"konstrukcja sterowana, f",projeto controlado,контрольная разработка,受控设计
426-20-43,electrically conductive covering,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-43,غطاء معدنى موصل كهربيا,"elektrisch leitende Umhüllung, f",electrically conductive covering,"cubierta eléctricamente conductora, f","revêtement électriquement conducteur, m",rivestimento elettricamente conduttore,導電性被覆,elektrisk ledende belegg,"pokrycie elektrycznie przewodzące, n",revestimento condutor elétrico,электропроводящее покрытие,导电防护层
426-20-44,temperature sensor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-44,حساس درجة الحرارة,"Temperaturfühler, mTemperaturaufnehmer, m",temperature sensortemperature sensing element,"sensor de temperatura, melemento de detección de la temperatura, m","capteur de température, m",sensore di temperaturaelemento sensibile alla temperatura,温度センサ,temperaturføler,"czujnik temperatury, m",sensor de temperatura,датчик температуры,温度传感器温度传感元件
426-20-45,"integral components, pl",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-45,مكونات متكاملةعنصر حساس لدرجة الحرارة,"integrierte Bauteile, <Begleitheizung> pl","integral components, pl","componentes integrales, m","composants intégrés, m pl","componenti integrali, pl",完全なコンポーネント部品,"integrerte komponenter, pl","elementy integralne, m pl","componentes integrados, pl",встроенные компаненты,整体元件
426-20-46,"maximum continuous exposure temperature, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-46,"أقصى درجة حرارة للتعرض بصورة مستمرة, تسخين بالتتبع","maximale Dauerbeanspruchungstemperatur, <Begleitheizung> f","maximum continuous exposure temperature, <trace heating>","temperatura de exposición continua máxima, f","température maximale d'exposition continue, <traçage> f","massima temperatura di esposizione continua, <riscaldamento mediante cavo in traccia>","最大連続暴露温度, <トレース加熱>","maksimal kontinuerlig eksponeringstemperatur,","maksymalna temperatura ciągłego narażenia, <ogrzewanie przewodowe> f","temperatura de exposição contínua máxima, <traçagem>",максимальная непрерывно воздействующая температура,"最高连续暴露温度, <伴热>"
426-20-47,"maximum maintain temperature, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-47,"اقصى درجة الحرارة مستمرة, تسخين بالتتبعأقصى درجة حرارة للتشغيل المستمر, تسخين بالتتبع","maximale Haltetemperatur, <Begleitheizung> fmaximale Dauerbetriebstemperatur, <Begleitheizung> f","maximum maintain temperature, <trace heating>maximum continuous operating temperature, <trace heating>","temperatura de mantenimiento máxima, ftemperatura de funcionamiento continuo máxima, f","température maximale de maintien, <traçage> ftempérature maximale de fonctionnement continu, <traçage> f","massima temperatura di mantenimento, <riscaldamento mediante cavo in traccia>massima temperatura in funzionamento continuo","最大保全温度, <トレース加熱>","maksimal holdetemperatur,","maksymalna utrzymywana temperatura, <ogrzewanie przewodowe> f","temperatura de manutenção máxima, <traçagem>",максимальная поддерживаемая температура,"最高维持温度, <伴热>最高连续运行温度, <伴热>"
426-20-48,"maximum intermittent exposure temperature, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-48,أقصى درجة حرارة للتعرض المتقطع,"maximale diskontinuierliche Beanspruchungstemperatur, <Begleitheizung> f","maximum intermittent exposure temperature, <trace heating>","temperatura de exposición intermitente máxima, f","température maximale d'exposition intermittente, <traçage> f","massima temperatura di esposizione intermittente, <riscaldamento mediante cavo in traccia>","最大暴露中断温度, <トレース加熱>","maksimal intermitterende eksponeringstemperatur,","maksymalna temperatura okresowego narażenia, <ogrzewanie przewodowe> f","temperatura de exposição intermitente máxima, <traçagem>",максимальная прерывисто воздействующая температура,"最高间歇暴露温度, <伴热>"
426-20-49,"maintain temperature, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-49,"الحفاظ على درجة الحرارة, تسخين بالتتبع","Haltetemperatur, <Begleitheizung> f","maintain temperature, <trace heating>","temperatura de mantenimiento, f","température de maintien, <traçage> f","temperatura di mantenimento, <riscaldamento mediante cavo in traccia>","温度維持, <トレース加熱>","holdetemperatur,","temperatura utrzymywana, <ogrzewanie przewodowe> f","temperatura de manutenção, <traçagem>",поддерживать температуру,"维持温度, <伴热>"
426-20-50,"maximum sheath temperature, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-50,"أقصى درجة حرارة للغلاف, تسخين بالتتبع","maximale Manteltemperatur, <Begleitheizung> f","maximum sheath temperature, <trace heating>","temperatura máxima de la vaina, f","température maximale de la gaine, <traçage> f","massima temperatura della guaina, <riscaldamento mediante cavo in traccia>","最大被覆温度, <トレース加熱>","maksimal manteltemperatur,","maksymalna temperatura osłony, <ogrzewanie przewodowe> f","temperatura máxima de bainha, <traçagem>",максимальная температура оболочки,"最高护套温度, <伴热>"
426-20-51,"maximum withstand temperature, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-51,"أقصى درجة حرارة تحمل, تسخين بالتتبع","maximale Dauertemperatur, <Begleitheizung> f","maximum withstand temperature, <trace heating>","temperatura máxima admisible, f","température maximale de tenue, <traçage> f","massima temperatura di tenuta, <riscaldamento mediante cavo in traccia>","最大抵抗温度, <トレース加熱>","maksimal kontinuerlig temperatur,","maksymalna wytrzymywana temperatura, <ogrzewanie przewodowe> f","temperatura suportável máxima, <traçagem>",максимальная допустимая температура,"最高耐受温度, <伴热>"
426-20-52,"minimum installation temperature, <trace heating>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-20-52,"أقل درجة حرارة لنظام, تسخين بالتتبع","minimale Einbautemperatur, <Begleitheizung> f","minimum installation temperature, <trace heating>","temperatura mínima de instalación, f","température minimale d'installation, <traçage> f","minima temperatura di installazione, <riscaldamento mediante cavo in traccia>","最小設置温度, <トレース加熱>","minimum installasjonstemperatur,","minimalna temperatura instalowania, <ogrzewanie przewodowe> f","temperatura mínima de instalação, <traçagem>",минимальная температура установки,"最低安装温度, <伴热>"
