term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sl,sr,sv,zh
411-46-02,ampere-turns,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-46-02,امبير-  لفّات,"Amperewindungen, f, pl",ampere-turns,amperios vuelta,ampeerikierrosmäärä,"ampères-tours, m pl",amperspire,アンペアターン,암페어 권선수,"przepływ  (cewki, zezwoju lub uzwojenia)",amperes-espiras,amper-ovoji,ампернавојци,,安匝
411-46-03,electric loading of a machine,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-46-03,حمل كهربائي للآلة,"Strombelag einer Maschine, m",electric loading of a machine,carga lineal (eléctrica) de una máquina,koneen virtarasitus,"densité linéique électrique d'une machine, f",densità lineare di corrente di una macchina,回転機の電気装荷,회전기 전기 장하,okład prądu średni okład prądu,densidade linear de corrente de uma máquina,tokovna obloga stroja,електрично оптерећење машине,,电机的电负荷
411-46-04,electric loading of a distributed winding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-46-04,حمل كهربائي لملفات متوزعة,"Strombelag einer verteilten Wicklung, m",electric loading of a distributed winding,carga lineal (eléctrica) de un devanado distribuido,käämityksen virtarasitus,"densité linéique électrique d'un enroulement réparti, f",densità lineare di corrente di un avvolgimento distribuito,分布巻の電気装荷,분포권 전기 장하,okład prądu uzwojenia rozłożonego,densidade linear de corrente de um enrolamento distribuído,tokovna obloga porazdeljenega navitja,електрично оптерећење расподељеног намотаја,,分布绕组的电负荷
411-46-05,magnetic loading,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-46-05,حمل مغناطيسي,"mittlere Luftspaltinduktion, f",magnetic loading,inducción magnética en el entrehierro,magneettirasitus,"induction magnétique dans l'entrefer, f",induzione magnetica nel traferro,磁気装荷,자기 장하,indukcja magnetyczna średnia w szczelinie,indução magnética no entreferro,gostota magnetnega pretoka v zračni režiindukcija v zračni reži,магнетска индукција у ваздушном зазору (међугвожђу),,磁负荷
411-46-06,synchronous speed,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-46-06,سرعة تزامنيةسرعة تواقتية,"synchrone Drehzahl, f",synchronous speed,velocidad síncrona,tahtinopeus,"vitesse synchrone, f",velocità sincrona,同期速度,동기 속도,prędkość synchroniczna,velocidade síncrona,sinhronska hitrost (vrtenja),синхрона брзина,,同步转速
411-46-07,slip,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-46-07,انزلاق,"Schlupf, m",slip,deslizamiento,jättämä,"glissement, m",scorrimento,すべり,미끄러짐슬립,poślizg,escorregamentodeslizamento,slipdrsenje,клизање,,转差率
411-47-01,saturation characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-47-01,خاصية التشبّع,"Sättigungskennlinie, f",saturation characteristic,característica de saturación,jänniteominaiskäyrä,.....,caratteristica di saturazione,飽和特性,포화 특성,charakterystyka nasycenia,característica tensão-excitação,karakteristika nasičenja,карактеристика засићења,,饱和特性
411-47-02,magnetization characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-47-02,خاصية المغنطة,"Magnetisierungskennlinie, f",magnetization characteristic,característica de magnetización,magnetoitumiskäyrä,"caractéristique de magnétisme, f",caratteristica di magnetizzazione,磁化特性,자화 특성,charakterystyka magnesowania,característica de magnetização,magnetilna karakteristika,карактеристика магнећења,,磁化特性
411-47-03,open-circuit characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-47-03,خاصية الدارة المفتوحة ،خاصية اللاحمل,"Leerlaufkennlinie, f",open-circuit characteristicno-load characteristic,característica de vacío,tyhjäkäyntikäyrä,"caractéristique à circuit ouvert, fcaractéristique à vide, f",caratteristica a vuoto,無負荷飽和特性,개방 회로 특성,charakterystyka stanu jałowegocharakterystyka biegu jałowego,característica em vaziocaracterística em circuito aberto,karakteristika prostega teka,карактеристика празног хода,,开路特性空载特性
411-47-04,load characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-47-04,خاصية الحمل,"Belastungskennlinie, f",load characteristic,característica de carga,kuormituskäyrä,"caractéristique en charge, f",caratteristica a carico,負荷飽和特性,부하 특성,charakterystyka obciążenia,característica em carga,obremenitvena karakteristika,карактеристика оптерећења,,负载特性
411-47-05,short-circuit characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-47-05,خاصية قصر الدارة,"Kurzschlusskennlinie, f",short-circuit characteristic,característica de cortocircuito,oikosulkukäyrä,"caractéristique en court-circuit, f",caratteristica in corto circuito,短絡特性,단락 특성,charakterystyka zwarcia,característica em curtocircuito,kratkostična karakteristika,карактеристика кратког споја,,短路特性
411-47-06,locked-rotor impedance characteristic (of an asynchronous machine),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-47-06,خاصية معاوقة العضو الدوار المقفل(لآلة لا تزامنية),"Kurzschlusskennlinie einer Asynchronmaschine, f",locked-rotor impedance characteristic (of an asynchronous machine),característica de impedancia de rotor bloqueado (de una máquina asíncrona),epätahtikoneen oikosulkukäyrä,"caractéristique à rotor bloqué (d'une machine asynchrone), f",caratteristica a rotore bloccato,非同期機拘束インピーダンス特性拘束インピーダンス特性,"회전자 구속 임피던스 특성, <비동기기>",charakterystyka przy zahamowanym wirniku charakterystyka zwarcia  (maszyny indukcyjnej),característica com rotor travado (de uma máquina assíncrona)característica com rotor bloqueado (de uma máquina assíncrona),karakteristika zavrtega asinhronskega strojakratkostična karakteristika asinhronskega stroja,карактеристика кратког споја (асинхроне машине),,"堵转阻抗特性, <异步电机的>"
411-47-07,zero power-factor characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-47-07,خاصية عامل القدرة الصفري,"Kennlinie bei Blindlast, f",zero power-factor characteristic,característica de factor de potencia nulo,loiskuormituskäyrä,"caractéristique à facteur de puissance nul, f",caratteristica a fattore di potenza zero,零力率飽和特性,영 역률 특성,charakterystyka obciążenia przy zerowym współczynniku mocy,característica com factor de potência nulo,karakteristika za faktor moči nič,карактеристика оптерећења за фактор снаге нула,,零功率因数特性
411-47-08,voltage regulation characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-47-08,خاصية تنظيم الجهد,"Spannungskennlinie, f",voltage regulation characteristic,característica externa,kuormitusjännitekäyrä,"caractéristique externe, f",caratteristica esterna,電圧変動特性,전압 변동 특성,charakterystyka zewnętrzna,característica externa,zunanja karakteristikanapetostna karakteristika,спољна карактеристика (генератора),,电压调整特性
411-47-09,speed regulation characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-47-09,خاصية تنظيم السرعة,"Drehzahlkennlinie, f",speed regulation characteristic,característica de velocidad,kuormitusnopeuskäyrä,"caractéristique de vitesse, f",caratteristica coppia- velocità,速度変動特性,속도 변동 특성,charakterystyka mechaniczna,característica de velocidadecaracterística de carga-velocidade,karakteristika hitrosti vrtenja,механичка карактеристика (мотора),,转速调整特性
411-47-10,V-curve characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-47-10,خاصية منحنى V,"V-Kurven-Kennlinie, f",V-curve characteristic,característica en V,V-käyrä,"caractéristique en V, f",caratteristica a V,V曲線特性,브이 곡선 특성,krzywa V,característica em V,V-krivuljeV-karakteristika,V-крива,,V形曲线特性
411-47-11,load angle characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-47-11,خاصية زاوية الحمل,"Polradwinkel-Kennlinie, f",load angle characteristic,característica de ángulo de carga,napakulmakäyrä,"caractéristique d'angle de charge, f",caratteristica dell'angolo di carico,出力-負荷角特性,부하각 특성,charakterystyka kątowa,característica de ângulo de carga,karakteristika kolesnega kota,карактеристика угла оптерећења,,功角特性
411-47-12,circle diagram,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-47-12,مخطط الدائرة,"Kreisdiagramm, n",circle diagram,diagrama de círculo,ympyrädiagrammi,"diagramme du cercle, m",diagramma circolare,円線図,원선도,wykres kołowy,diagrama circulardiagrama do círculo,krožni diagram,кружни дијаграм,,圆图
411-47-13,frequency response characteristic  (of an AC machine),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-47-13,خاصية الاستجابة الترددية (لآلة تيار متردد),"Frequenzgang (einer Wechselstrommaschine), m",frequency response characteristic  (of an AC machine),característica de respuesta en frecuencia (de una máquina de c.a),taajuusvastekäyrä,caractéristique de réponse en fréquence (d'une machine à courant alternatif) f,caratteristica di risposta in frequenza (di una macchina in corrente alternata),交流機周波数応答特性周波数応答特性,"주파수 응답 특성, <교류기계>주파수 특성, <교류기계>",charakterystyka częstotliwościowa  (maszyny prądu przemiennego),característica de resposta em frequência (de uma máquina de corrente alterna),frekvenčna karakteristika (izmeničnega stroja),карактеристика фреквентног одзива (машине наизменичне струје),,"频率响应特性, <交流电机的>"
411-48-01,load torque,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-48-01,عزم الحمل,"Lastmoment, n",load torque,par de carga,kuormitusmomentti,"couple de charge, m",coppia di carico,負荷トルク,부하 토크,moment obciążenia,binário de cargabinário resistente,bremenski navorbremenski vrtilni moment,момент оптерећења,,负载转矩
411-48-02,break loose torque (of the load),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-48-02,عزم الإفلات,"Losbrechmoment (der Last), n",break loose torque (of the load),par de despegue (de la carga),irrotusmomenttikuorman irrotusmomentti,"couple de décollage (de la charge), m",coppia di primo distacco (del carico),始動開始負荷トルク,"차단 여유 토크, <부하>",moment obciążenia początkowy,binário de descolamento (da carga),potezni navor (bremena)potezni vrtilni moment (bremena),полазни момент (оптерећења),,"松动转矩, <负载的>"
411-48-03,load starting torque,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-48-03,عزم حمل بدء التشغيل,"Anlauf-Lastmoment, n",load starting torque,par de carga en el arranque,kuorman käynnistysmomentti,"couple de charge au démarrage, m",coppia resistente di avviamento,始動負荷トルク,기동 부하 토크,moment obciążenia w czasie rozruchu,binário resistente no arranquebinário de carga no arranque,zagonski navor bremenazagonski vrtilni moment bremena,момент оптерећења за време покретања,,负载的起动过程转矩
411-48-04,load full torque,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-48-04,عزم الحمل الكامل,"Lastmoment bei voller Last, n",load full torque,par de plena carga,täyden kuorman momentti,"couple à pleine charge, m",coppia a pieno carico,全負荷トルク,전 부하 토크,moment przy pełnym obciążeniu,binário a plena carga,navor pri polni obremenitvivrtilni moment pri polni obremenitvi,момент при пуном оптерећењу,,负载的满负荷转矩
