term_id,term,term_url,ar,cs,de,en,es,fi,fr,it,ja,ko,pl,pt,sv,zh
713-10-02,(radio) receiver,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-02,جهاز استقبال (راديوي),(rádiový) přijímač,"Funkempfänger, mEmpfänger, m",(radio) receiver,receptor (radioeléctrico),vastaanotinradiovastaanotin,"récepteur (radioélectrique), m",ricevitore (radio),無線受信機受信機,무선 수신기,odbiornik radiowy odbiornik,receptor (radioeléctrico),(radio)mottagareradiomottagare,无线电接收机
713-10-03,straight reception,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-03,استقبال مباشر,přímý příjem,"Geradeausempfang, m",straight receptiondirect reception  (US),recepción con amplificación directa,suoravastaanotto,"réception à amplification directe, f",ricevitore ad amplificazione diretta,ストレート受信ダイレクト受信,바로 수신직접 수신,odbiór bezpośredni,recepção (com amplificação) directa,rak mottagning,直接接收
713-10-04,beat reception,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-04,استقبال تخفيفي,heterodynní příjem,"Überlagerungsempfang, mHeterodyn-Empfang, m",beat receptionheterodyne reception,recepción heterodina,heterodynevastaanotto,"réception hétérodyne, f",ricevitore eterodina,うなり受信ヘテロダイン受信,비트 수신헤테로다인 수신맥놀이 수신,odbiór heterodynowy,recepção heterodina,heterodynmottagning,差拍式接收外差式接收
713-10-05,superheterodyne reception,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-05,استقبال بقوة فوقية,superheterodynní příjem,"Superheterodyn-Empfang, m",superheterodyne reception,recepción superheterodina,supervastaanotto,"réception superhétérodyne, fréception à changement de fréquence, f",ricevitore supereterodina,スーパヘテロダイン受信,슈퍼헤테로다인 수신,odbiór superheterodynowy,recepção super-heterodina,superheterodynmottagning,超外差式接收
713-10-06,local oscillator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-06,مذبذب محلى,místní oscilátor,"Lokaloszillator, m",local oscillator,oscilador local,paikallisoskillaattori,"oscillateur local, m",oscillatore locale,局部発信器,국부 발진기,oscylator lokalny,oscilador local,lokaloscillator,本地振荡器
713-10-07,infradyne receiver,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-07,مستقبل دون  القوة,infradynní přijímač,"Infradyn-Empfänger, m",infradyne receiver,receptor infradino,infradynevastaanotin,"récepteur infradyne, m",ricevitore intradina,インフラダイン受信機,인프러다인 수신기,odbiornik infradynowy,receptor infradino,infradynmottagare,低外差式接收机
713-10-08,supradyne receiver,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-08,مستقبل فوق القوة,supradynní přijímač,"Supradyn-Empfänger, m",supradyne receiver,receptor supradino,supradynevastaanotin,"récepteur supradyne, m",ricevitore supradina,スープラダイン受信機,슈프러다인 수신기,odbiornik superdynowy,receptor supradino,superdynmottagare,高外差式接收机
713-10-09,autodyne reception,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-09,استقبال بقوة تلقائية,autodynní příjem,"Autoheterodyn-Empfang, m",autodyne reception,recepción autodina,autodynevastaanotto,"réception autodyne, f",ricevitore autodina,オートダイン受信,오토다인 수신,odbiór autodynowy,receptor autodino,autodynmottagning,自差式接收
713-10-10,homodyne reception,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-10,استقبال بقوة متجانسة,homodynní příjem,"Homodyn-Empfang, m",homodyne reception,recepción homodina,homodynevastaanotto,"réception (à démodulation) synchrone, fréception homodyne, f",ricevitore (a demodulazione) sincrona,ホモダイン受信,호모다인 수신동기 수신,odbiór homodynowy,recepção (com desmodulação) síncrona,homodynmottagning,零差式接收
713-10-11,intermediate frequency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-11,تردد أوسطي,mezifrekvencemezifrekvenčníIF,"Zwischenfrequenz, fZF, Abkürzung",intermediate frequencyIF  (abbreviation),FI (abreviatura)frecuencia intermedia,välitaajuus,"fréquence intermédiaire, fFI (abréviation) f",FI (acronimo)frequenza intermedia,"中間周波数IF, （略語）",중간 주파수아이에프,częstotliwość pośrednia p.cz. (akronim),frequência intermédiaFI (abreviatura),mellanfrekvens,中频IF
713-10-12,image frequency (in superheterodyne reception),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-12,تردد الصورة ( في استقبال بقوة فوقية),"zrcadlový kmitočet, <v superheterodynním příjmu>","Spiegelfrequenz, <bei Superheterodyn-Empfang> f",image frequency (in superheterodyne reception),frecuencia imagen (en recepción superheterodina),peilitaajuus,"fréquence conjuguée, ffréquence image  (terme à proscrire dans ce sens) f",frequenza immagine,"影像周波数, <スーパヘテロダイン受信の>","영상 주파수, <슈퍼헤테로다인 수신>",częstotliwość lustrzana,frequência conjugada,spegelfrekvens,"镜像频率, <超外差式接收中>"
713-10-13,regenerative receiver,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-13,مستقبل مجدد,regenerativní přijímačpřijímač s kladnou zpětnou vazbou,"Rückkopplungsempfänger, m",regenerative receiver,receptor regenerativo,regeneratiivinen vastaanotin,"récepteur à réaction, m",ricevitore a reazione,再生受信機,재생 수신기,odbiornik reakcyjny,receptor regenerativo,regenerativ mottagare,再生接收机
713-10-14,super-regeneration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-14,إعادة تجديد ممتازة,superregenerace,"Pendelempfang, m",super-regeneration,super-regeneración,superregenerointi,"superréaction, f",supereazione,超再生,초재생,super reakcja,super-regeneração,superregenerering,超再生
713-10-15,diversity (reception),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-15,تنوع (الإستقبال),výběrový (příjem),"Diversity-Empfang, m",diversity (reception),diversidad (en recepción),toistevastaanotto,"(réception en) diversité, f",(ricezione in) divérsità (ricezione in) diversità,ダイバーシティ受信ダイバーシティ,다이버시티 수신,odbiór różnorodny,(recepção em) diversidade,diversitet,分集接收
713-10-16,time diversity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-16,تباين الزمن,časový výběr,"Zeitdiversity-Empfang, m",time diversity,diversidad temporal,aikatoiste,"diversité temporelle, f",diversità nel tempo,時間ダイバーシティ,시간 다이버시티,różnorodność czasowa,diversidade temporal,tidsdiversitet,时间分集
713-10-17,order of diversity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-17,درجة التباين,řád výběru,"Diversity-Grad, m",order of diversity,orden de diversidad,toisteaste,"ordre de diversité, m",ordine di diversità,ダイバーシティオーダ,다이버시티 차수,rząd różnorodności,ordem de diversidade,antal diversitetsgrenar,分集度
713-10-18,double diversity (reception),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-18,تباين مزدوج (استقبال),dvojitý výběrový (příjem),"Doppeldiversity-Empfang, m",double diversity (reception),doble diversidad (en recepción),kaksoistoiste,"(réception en) diversité double, f",(ricezione in) diversità doppia (ricezione in) diversità doppia,ダブルダイバーシティ受信ダブルダイバーシティ,이중 다이버시티 수신,odbiór przy różnorodności podwójnej   różnorodność podwójna,(recepção em) diversidade dupla,tvågrensdiversitet,双重分集接收
713-10-19,space diversity (reception),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-19,تباين مكاني (استقبال),prostorový výběrový (příjem),"Raumdiversity-Empfang, m",space diversity (reception),diversidad espacial (en recepción),paikkatoiste,"(réception en) diversité d'espace, f",(ricezione in) diversità di spazio (ricezione in) diversità di spazio,空間ダイバーシティ受信空間ダイバーシティ,공간 다이버시티 수신,odbiór przy różnorodności przestrzennejróżnorodność przestrzenna,(recepção em) diversidade de espaço,rumsdiversitet,空间分集接收
713-10-20,site diversity (reception),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-20,تباين موقع (استقبال),místní výběrový (příjem),"Ortsdiversity-Empfang, m",site diversity (reception),diversidad de emplazamiento (recepción),asematoisteasemapaikkatoiste,"(réception en) diversité d'emplacement, f",(ricezione in) diversità di luogo (ricezione in) diversità di luogo,サイトダイバーシティ受信サイトダイバーシティ,사이트 다이버시티 수신위치 상이점 수신,odbiór przy różnorodności miejscaróżnorodność miejsca,(recepção em) diversidade de local,lägesdiversitet,位置分集接收
713-10-21,frequency diversity (reception),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-21,تباين تردد (استقبال),kmitočtový výběrový (příjem),"Frequenzdiversity-Empfang, m",frequency diversity (reception),diversidad de frecuencia (en recepción),taajuustoiste,"(réception en) diversité de fréquence, f",(ricezione in)diversità di frequenza (ricezione in) diversità di frequenza,周波数ダイバーシティ受信周波数ダイバーシティ,주파수 다이버시티 수신수신 주파수 합성,odbiór przy różnorodności częstotliwościowejróżnorodność częstotliwościowa,(recepção em) diversidade de frequência,frekvensdiversitet,频率分集接收
713-10-22,cross band diversity (reception),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-22,تباين نطاقات متقاطعة (استقبال),pásmový výběrový (příjem),"Diversity-Empfang mit Frequenzumsetzung, m",cross band diversity (reception),diversidad de banda cruzada (en recepción),taajuusaluetoiste,"(réception en) diversité interbande, f",(ricezione in) diversità tra bande (ricezione in) diversità tra bande,クロスバンドダイバーシティ受信クロスバンドダイバーシティ,교차 주파 밴드 다이버시티 수신교차 주파 밴드 변화 수신,odbiór przy różnorodności międzypasmowejróżnorodność międzypasmowa,(recepção em) diversidade interbanda,kanaldiversitet,跨频带分集接收
713-10-23,polarization diversity (reception),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-23,تباين استقطاب (استقبال),polarizační výběrový (příjem),"Polarisationsdiversity-Empfang, m",polarization diversity (reception),diversidad de polarización (en recepción),polarisaatiotoiste,"(réception en) diversité de polarisation, f",{ricezione in) diversità di polarizzazione,偏波ダイバーシティ受信偏波ダイバーシティ,편파 다이버시티 수신,odbiór przy różnorodności polaryzacjiróżnorodność polaryzacji,(recepção em) diversidade de polarização,polarisationsdiversitet,极化分集接收
713-10-24,angle diversity (reception),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-24,تباين زاوي (استقبال),úhlový výběrový (příjem),"Winkeldiversity-Empfang, m",angle diversity (reception),diversidad angular (en recepción),kulmatoiste,"(réception en) diversité angulaire, f",(ricezione in) diversità d'angolo,角度ダイバーシティ受信角度ダイバーシティ,각도 다이버시티 수신,odbiór przy różnorodności kątowejróżnorodność kątowa,(recepção em) diversidade angular,vinkeldiversitet,角度分集接收
713-10-25,diversity gain,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-25,كسب التباين,výběrový zisk,"Diversity-Gewinn, m",diversity gain,ganancia de diversidad,toistevahvistus,"gain de diversité, m",guadagno di diversità,ダイバーシティ利得,발산 이득,wzmocnienie różnorodności,ganho de diversidade,diversitetsvinst,分集增益
713-10-26,diversity improvement factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-26,عامل تحسين التباين,poměr zlepšení výběrem,"Diversity-Verbesserungsfaktor, m",diversity improvement factor,factor de mejora por diversidad,toisteparannus,"facteur d'amélioration de diversité, m",fattore di miglioramento di diversità,ダイバーシティ改善率,다이버시티 개선도,współczynnik polepszenia wywołany różnorodnością,factor de melhoria de diversidade,diversitetsförbättringsfaktor,分集改善因数
713-10-27,(diversity) combiner,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-27,دامج (تباين),(výběrový) slučovač,"Diversity-Kombinator, m",(diversity) combiner,combinador (de diversidad),toisteyhdistelin,"combineur (de diversité), m",cornbinatore (di diversità),ダイバーシティコンバイナコンバイナ,다이버시티 결합기,sumator sygnałów różnorodności sumator sygnałów,combinador (de diversidade),diversitetssammanvägare,分集合并器
