term_id,term,term_url,ar,cs,de,en,es,fi,fr,it,ja,ko,pl,pt,zh
351-50-29,holding element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-29,عنصر حجز,přidržovací prvek,"Halteglied, n",holding element,"elemento de bloqueo, mbloqueador, m",pitoelementti,"élément de maintien, m",elemento di mantenimento,ホールド要素,유지 요소,element podtrzymujący,elemento de retenção,保持元件
351-50-30,dead time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-30,زمن عدم الاستجابة,mrtvá doba,"Totzeit, f",dead time,"retardo puro, mtiempo muerto, m",viivästysaika,"temps mort, m",tempo morto,遅れ時間,불감 시간데드 타임부동 시간,czas opóźnieniaczas zwłoki,tempo morto,时滞
351-50-31,dead-time element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-31,عنصر عدم الاستجابة,prvek mrtvé doby,"Totzeitglied, n",dead-time element,"elemento de retardo puro, m",viivästyselementti,"élément à temps mort, m",elemento di tempo morto,遅れ時間要素,불감 시간 요소,element opóźniający,elemento de tempo morto,时滞元件
351-50-32,adding element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-32,عنصر تجميعي,sčítací prveksoučtový člen,"Addierglied, nSummierglied, n",adding elementsumming element,"elemento de suma, m",summauselementti,"élément additionneur, mélément de sommation, m",elemento sommatore,加算器,가산기,element sumujący,elemento somador,加法元件
351-50-33,multiplying element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-33,عنصر مضاعفة,násobicí prvek,"Multiplizierglied, n",multiplying element,"elemento de multiplicación, m",kertoelementti,"élément multiplicateur, m",elemento moltiplicatore,乗算器,승산기,element mnożący,elemento multiplicador,乘法元件
351-50-34,dividing element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-34,عنصر مقاسمة,dělicí prvek,"Dividierglied, n",dividing element,"elemento de división, m",jakoelementti,"élément diviseur, m",elemento divisore,除算器,제산기,element dzielący,elemento divisor,除法元件
351-50-35,function generator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-35,مولّد دالة,generátor funkce,"Funktionsbildner, m",function generator,"generador de función, m",funktiogeneraattori,"générateur de fonction, m",generatore di funzione,関数発生器,함수 발생기,generator funkcji,gerador de função,函数发生器
351-50-36,square-root element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-36,عنصر جذر التربيعى,odmocňující prvek,"Radizierglied, n",square-root element,"elemento de raíz cuadrada, m",neliöjuurielementti,"élément racine carrée, m",elemento di radice quadrata,平方根演算器,제곱근 연산기,element pierwiastkujący,elemento de raiz quadrada,平方根元件
351-50-37,squaring element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-37,عنصر تربيع,umocňující prvek,"Quadrierglied, n",squaring element,"elemento de elevación al cuadrado, m",neliöintielementti,"élément d'élévation au carré, m",elemento di elevazione al quadrato,二乗演算器,제곱 연산기,element podnoszący do kwadratu,elemento de elevação ao quadrado,乘方元件
351-50-38,absolute-value element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-38,عنصر قيمة مطلقة,generátor absolutní hodnoty,"Betragsbildner, m",absolute-value element,"elemento de valor absoluto, m",itseisarvoelementti,"élément de valeur absolue, m",elemento a valore assoluto,絶対値演算器,절대값 연산기,generator wartości bezwzględnej,gerador de valor absoluto,绝对值元件
351-50-39,sign element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-39,عنصر إشارة,generátor znaménka,"Signumbildner, m",sign element,"elemento de signo, m",etumerkkielementti,"élément de signe, m",elemento di riconoscimento,符合検出器,부호 연산기,generator znaku,elemento de sinal,符号元件
351-50-40,storage element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-50-40,عنصر تخزين,paměťpaměťový prvek,"Speicherglied, nSpeicher, m",storage elementstoragememory,"elemento de memoria, mmemoria, felemento de almacenamiento, m",muistielementtimuisti,"élément de mémoire, mmémoire, f",elemento di memoria,変数保持器,저장 소자기억 소자,element pamięciowyczłon pamięciowypamięć,elemento de memóriamemória,存储元件
351-51-01,checkback signal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-51-01,إشارة تأكيد,potrvrzovací signál,"Rückmeldesignal, n",checkback signal,"señal de fin de ejecución, f",valvontasignaali,"signal de fin d'exécution, m",segnale di fine esecuzione,チェックバック信号,검증 신호,sygnał potwierdzenia,sinal de fim de execução,验证信号
351-51-02,enabling signal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-51-02,إشارة تمكين,uvolňovací signál,"Freigabesignal, n",enabling signal,"señal de autorización, f",sallintasignaali,"signal d'autorisation, m",segnale di autorizzazione,イネーブル信号,허가 신호인에이블 신호,sygnał zezwolenia,sinal de autorização,使能信号
351-51-03,interlock signal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-51-03,إشارة اقفال,blokovací signál,"Verriegelungssignal, n",interlock signal,"señal de enclavamiento, f",lukitussignaali,"signal de verrouillage, m",segnale di blocco,インタロック信号,인터록 신호,sygnał blokadysygnał blokujący,sinal de encravamento,联锁信号
351-51-04,command in a function chart,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-51-04,أمر مدخل لمخطط دالة,povel ve funkčním diagramupovel,"Befehl in einem Funktionsplan, mBefehl, m",command in a function chartcommand,"acción en un diagrama funcional, forden en un diagrama funcional, m",käsky,"ordre, mcommande, f",comando in uno schema funzionale,機能チャートにおけるコマンド,기능 도표 상의 명령기능 도표의 명령,rozkaz w schemacie funkcyjnyminstrukcja w schemacie funkcyjnym,comando (num diagrama funcional),功能表图中的命令命令
351-51-05,stored command,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-51-05,أمر مختزن,uložený povel,"gespeicherter Befehl, m",stored command,"acción almacenada, f",tallennettu käsky,"ordre mémorisé, m",comando memorizzato,内蔵コマンド,저장 명령,rozkaz zapamiętany,comando memorizado,预存命令
351-51-06,conditional command,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-51-06,أمر شرطي,podmíněný povel,"bedingter Befehl, m",conditional command,"acción condicional, f",ehdollinen käsky,"ordre conditionnel, m",comando su condizione,条件付きコマンド,조건 명령,rozkaz warunkowy,comando condicional,条件命令
351-51-07,delayed command,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-51-07,أمر متأخر,zpožděný povel,"verzögerter Befehl, m",delayed command,"acción retardada, fretardo a la conexión, m",viivästetty käsky,"ordre retardé, m",comando ritardato,遅延コマンド,지연 명령,rozkaz opóźniony,comando retardado,延迟命令
351-51-08,time-limited command,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-51-08,أمر محدد الزمن,časově omezený povel,"zeitlich begrenzter Befehl, m",time-limited command,"acción limitada en el tiempo, f",aikarajoitteinen käsky,"ordre limité dans le temps, m",comando limitato nel tempo,時限コマンド,시한 명령,rozkaz ograniczony czasowo,comando de tempo limitado,限时命令
351-51-09,waiting time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-51-09,زمن إنتظار,čekací doba,"Wartezeit, f",waiting time,"tiempo de espera, m",odotusaika,"temps d'attente, m",tempo di attesa,待機時間,대기시간기다림시간,czas oczekiwaniazwłoka,tempo de espera,等待时间
351-51-10,check time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-51-10,زمن تحقق,ověřovací doba,"Überwachungszeit, f",check time,"tiempo límite, m",tarkistusaika,"temps limite, m",tempo limite,チェック時間,점검 시간,czas graniczny,tempo limite,校验时间
351-52-01,switching system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-52-01,نظام تحويلي,spínací systém,"Schaltsystem, n",switching system,"sistema de conmutación, m",kytkentäjärjestelmä,"système de commutation, m",sistema di commutazione,スイッチングシステム切替システム,스위칭 시스템,układ przełączający,sistema de comutação,切换系统
351-52-02,switching element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-52-02,عنصر تحويلي,spínací prvek,"Schaltglied, n",switching element,"elemento de conmutación, m",kytkentäelementti,"élément de commutation, m",elemento di commutazione,切替器,스위칭 요소교환 요소,element przełączający,elemento de comutação,切换元件
351-52-03,combinatorial circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-52-03,دائرة إندماجية,kombinační obvod,"kombinatorisches Schaltsystem, nSchaltnetz, n",combinatorial circuit,"circuito combinacional, m",kombinaatiopiiri,"circuit combinatoire, m",circuito combinatorio,組み合わせ回路,조합 회로,układ kombinacyjny,circuito combinatório,组合电路
351-52-04,sequential circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-52-04,دائرة تتابعية,sekvenční obvod,"sequentielles Schaltsystem, nFolgeschaltung, fSchaltwerk, n",sequential circuit,"circuito secuencial, m",sekvenssipiiri,"circuit séquentiel, mautomate fini, m",circuito sequenzialeelemento di automazione finito,順序回路,순차 회로,układ sekwencyjny,circuito sequencial,顺序电路
351-52-05,binary-logic element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-52-05,عنصر ثنائي منطقي,binární logický prvek,"binäres Verknüpfungsglied, n",binary-logic element,"operador lógico binario elemental, m",binäärinen logiikkaelementti,"opérateur logique binaire élémentaire, m",elemento di logica binaria,二値論理演算器,이진 논리 요소,element logiczny binarny,elemento lógico binário,二进制逻辑元件
351-52-06,bistable element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-52-06,عنصر ثنائي الاستقرار,bistabilní prvek,"bistabiles Kippglied, n",bistable element,"elemento biestable, m",bistabiili elementti,"élément bistable, m",elemento bistabile,双安定変数保持器,쌍안정 요소,element bistabilny,elemento bistável,双稳态元件
351-52-07,dynamic input in switching systems,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-52-07,دخل حركي للنظام التحويلي,dynamický vstup (u spínacích systémů),"dynamischer Eingang in Schaltsystemen, mdynamischer Eingang, m",dynamic input in switching systemsdynamic input,"entrada dinámica en sistemas de conmutación, m",dynaaminen tulo,"entrée dynamique dans les systèmes de commutation, fentrée dynamique, f",ingresso dinamico in sistema a commutazione,動的入力,동적 입력스위칭시스템의 동적 입력,wejście dynamiczne w układach przełączającychwejście dynamiczne,entrada dinâmica (nos sistemas de comutação),切换系统动态输入动态输入
